eventID,postID,postCategories,postPriority
39,1157750196408922112,['Irrelevant'],Low
39,1157750213416820737,['Irrelevant'],Low
39,1157750231359983617,['Irrelevant'],Low
39,1157750253094940677,['Irrelevant'],Low
39,1157750479474049024,['Irrelevant'],Low
39,1157752026606055425,['Irrelevant'],Low
39,1157753468595163136,['Irrelevant'],Low
38,1157753754147442689,"['Location', 'ContextualInformation']",Low
39,1157754205718929409,['News'],Low
39,1157754331669467136,['Hashtags'],Low
39,1157754391010500608,['Hashtags'],Low
39,1157754491955044352,"['MultimediaShare', 'News']",Low
39,1157754494039535616,['Irrelevant'],Low
39,1157754793307312130,['Location'],Low
39,1157755385975103488,"['Location', 'Factoid', 'News']",Low
39,1157755497191284737,['Irrelevant'],Low
39,1157755875030966272,['Irrelevant'],Low
39,1157755894186201088,"['ThirdPartyObservation', 'Location']",Low
39,1157756467513978880,['Irrelevant'],Low
39,1157756745294450689,['Irrelevant'],Low
39,1157756831437115392,['Hashtags'],Low
39,1157756847274766336,"['Location', 'MultimediaShare', 'News']",Low
39,1157757121854881797,['Hashtags'],Low
39,1157757373202817028,['Hashtags'],Low
39,1157757861965049856,['Irrelevant'],Low
39,1157758509582303237,['Irrelevant'],Low
39,1157758875627601920,['Irrelevant'],Low
46,1157758985665175553,"['Location', 'MultimediaShare', 'Factoid']",Low
39,1157759070436233216,['Hashtags'],Low
39,1157759139944120320,"['Factoid', 'Hashtags']",Low
39,1157759185171505152,"['Location', 'Hashtags']",Low
39,1157759218126073857,"['Location', 'MultimediaShare', 'News']",Low
39,1157759539091058692,"['Location', 'Hashtags']",Low
39,1157759947762880512,"['Donations', 'Factoid', 'Hashtags']",Low
39,1157760365847076867,"['Location', 'Hashtags']",Low
39,1157760447539494912,"['Location', 'MultimediaShare', 'Hashtags']",Low
42,1157761572661551104,"['ThirdPartyObservation', 'Weather', 'Location', 'News']",Low
39,1157762579135107073,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157763432684220416,"['FirstPartyObservation', 'Location', 'MultimediaShare', 'Hashtags']",Medium
39,1157763564255481856,"['Location', 'Hashtags']",Low
39,1157763941927440384,"['Location', 'MultimediaShare', 'Factoid']",Low
39,1157764482237685771,"['Location', 'Hashtags']",Low
39,1157764694553354240,"['Location', 'Hashtags']",Low
39,1157764800212066304,['Irrelevant'],Low
39,1157764973231321089,"['Location', 'Factoid']",Low
39,1157765271672635392,['Irrelevant'],Low
39,1157765946418913280,"['Location', 'Factoid']",Low
39,1157766155613982720,['Location'],Low
39,1157766302817275909,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157766364452524032,['Irrelevant'],Low
39,1157766506748481536,"['Location', 'Hashtags']",Low
39,1157766578185932800,['Irrelevant'],Low
39,1157767105162416133,['Location'],Low
39,1157767149605310468,"['Location', 'MultimediaShare', 'News']",Low
39,1157767358393569282,['Irrelevant'],Low
39,1157767579626287104,['Irrelevant'],Low
39,1157768039867305986,"['Location', 'Hashtags']",Low
39,1157768137233850368,['Irrelevant'],Low
39,1157768302837604357,['Location'],Low
39,1157768321267200000,['Irrelevant'],Low
39,1157768675983790080,"['Location', 'Hashtags']",Low
39,1157768780153405440,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157769160593686536,"['Location', 'MultimediaShare', 'Hashtags']",Low
38,1157769911655129089,['Irrelevant'],Low
39,1157770610916806656,['Location'],Low
39,1157771920294780933,['Hashtags'],Low
39,1157772689140043776,"['Location', 'Hashtags']",Low
39,1157773501631270912,"['Location', 'Hashtags']",Low
46,1157773988367601676,"['Location', 'News']",Low
39,1157774435698511877,"['Location', 'Hashtags']",Low
39,1157774775512645634,"['Location', 'Hashtags']",Low
39,1157775478301892608,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157778308878282753,['Location'],Low
42,1157778346144669696,"['ThirdPartyObservation', 'Weather', 'Location', 'EmergingThreats', 'MultimediaShare', 'News']",Low
39,1157778504865464320,"['Location', 'MultimediaShare', 'Factoid', 'News', 'Sentiment']",Low
39,1157778996987174912,['Location'],Low
42,1157780136759926784,"['ThirdPartyObservation', 'Weather', 'Location', 'Factoid', 'News']",Low
39,1157780338891870209,"['Location', 'MultimediaShare', 'News']",Low
39,1157780338921181184,"['Location', 'News']",Low
39,1157780339579686912,"['Location', 'MultimediaShare', 'News']",Low
39,1157780339953033216,"['Location', 'MultimediaShare', 'News']",Low
39,1157780447574798336,"['Location', 'Factoid', 'Hashtags', 'News']",Low
39,1157781158849122305,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157781174309146625,"['Location', 'Hashtags']",Low
39,1157781280433590272,"['Location', 'Factoid']",Low
39,1157781486474428416,['Sentiment'],Low
39,1157781887034777600,"['Location', 'News']",Low
38,1157782411834531843,['Irrelevant'],Low
39,1157782434748010498,"['Location', 'MultimediaShare', 'Sentiment']",Low
39,1157782851661770753,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157783504438145027,['Irrelevant'],Low
39,1157783946534502402,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157783992109817858,"['Location', 'MultimediaShare', 'Hashtags']",Low
39,1157784017950785536,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157784504431460354,"['Location', 'Sentiment']",Low
39,1157784689974886400,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157785447466184706,"['Location', 'Hashtags', 'Sentiment']",Low
42,1157785580022857728,"['ThirdPartyObservation', 'Weather', 'Location', 'EmergingThreats', 'MultimediaShare', 'News']",Low
39,1157785876644192257,"['Location', 'Sentiment']",Low
39,1157787353609572354,"['Location', 'Hashtags']",Low
39,1157787813686980608,"['Location', 'Hashtags']",Low
39,1157788025465823233,['Sentiment'],Low
42,1157788459710464000,['Irrelevant'],Low
39,1157788936145707014,"['Location', 'Hashtags']",Low
39,1157789407975530496,"['Location', 'Factoid']",Low
38,1157790261189259265,['Irrelevant'],Low
39,1157790365174226949,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157790602127220737,"['Location', 'Hashtags', 'ContextualInformation']",Low
39,1157791324600459265,['Irrelevant'],Low
46,1157791907411562497,['Irrelevant'],Low
39,1157792855005573120,"['Location', 'Sentiment']",Low
39,1157794027153920000,"['Location', 'Hashtags', 'News', 'Sentiment']",Low
39,1157794308554022912,"['Location', 'MultimediaShare', 'News']",Low
42,1157795783262924800,"['ThirdPartyObservation', 'Weather', 'Location', 'Factoid', 'Official', 'News']",Medium
42,1157795990318936064,"['ThirdPartyObservation', 'Weather', 'Location', 'Factoid', 'Hashtags', 'News']",Low
39,1157796286298382336,"['Location', 'Sentiment']",Low
46,1157796677518077953,['Irrelevant'],Low
42,1157797430571819013,"['ThirdPartyObservation', 'Weather', 'Location', 'MultimediaShare', 'Factoid', 'Hashtags']",Low
39,1157797707970273280,"['Location', 'Sentiment']",Low
39,1157797754158157825,"['Location', 'MultimediaShare', 'Factoid']",Low
39,1157798909730840576,"['Location', 'EmergingThreats', 'MultimediaShare']",Low
39,1157798922590609408,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157799134100938752,"['Location', 'MultimediaShare', 'Hashtags', 'Sentiment']",Low
39,1157799224865710080,"['Location', 'MultimediaShare', 'Hashtags', 'Sentiment']",Low
39,1157799801192251393,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157800573934145540,"['Location', 'MultimediaShare', 'News']",Low
46,1157802533814964224,"['Location', 'MultimediaShare', 'News']",Low
38,1157802880557973505,['Irrelevant'],Low
39,1157803141045399556,"['ThirdPartyObservation', 'Location', 'Factoid']",Low
36,1157803414119538688,['Irrelevant'],Low
36,1157804635148738560,['Irrelevant'],Low
39,1157805279129546752,['Location'],Low
36,1157806994369187840,['Irrelevant'],Low
36,1157807023003713536,['Irrelevant'],Low
39,1157807249148059648,['Irrelevant'],Low
39,1157807511321370625,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157808491899314176,"['Location', 'Sentiment']",Low
46,1157808555883466754,['Irrelevant'],Low
39,1157808564918018048,"['Location', 'Hashtags']",Low
39,1157809456983478272,['Location'],Low
39,1157811190711689218,"['Location', 'Hashtags', 'Sentiment']",Low
36,1157812735687700481,['Irrelevant'],Low
36,1157813395858440192,['Irrelevant'],Low
39,1157813448308342786,"['Location', 'MultimediaShare', 'Factoid']",Low
39,1157814198107176960,"['Location', 'MultimediaShare', 'ContextualInformation', 'Sentiment']",Low
38,1157814215970701312,['Irrelevant'],Low
39,1157814272447123463,"['Location', 'MultimediaShare', 'Factoid']",Medium
36,1157814399719096320,['Irrelevant'],Low
39,1157814675863740418,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157814701461368832,"['ContextualInformation', 'Sentiment']",Low
39,1157814819132780545,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157814928352403460,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157815044010196992,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157815099828183041,"['Location', 'ContextualInformation', 'Sentiment']",Low
39,1157815279541526528,['Irrelevant'],Low
36,1157815537621262342,['Irrelevant'],Low
39,1157815657775321088,['Irrelevant'],Low
39,1157816841026375681,['Irrelevant'],Low
39,1157816970265473025,['Irrelevant'],Low
39,1157817606776266752,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157817871835324416,['Sentiment'],Low
39,1157817919289606144,['Location'],Low
36,1157818116304506880,['Irrelevant'],Low
36,1157818175783940096,['Irrelevant'],Low
39,1157818228862836738,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags']",Low
36,1157819188993351680,['Irrelevant'],Low
36,1157819192399290369,['Irrelevant'],Low
39,1157819696152010752,"['Location', 'Hashtags', 'Sentiment']",Low
36,1157820174940221443,['Irrelevant'],Low
36,1157821379728703488,['Irrelevant'],Low
46,1157821660587855879,['Irrelevant'],Low
36,1157822228890865664,['Irrelevant'],Low
39,1157822363989360640,"['Location', 'Hashtags', 'Sentiment']",Low
38,1157822414534955009,['Irrelevant'],Low
39,1157822601504415744,"['Location', 'Sentiment']",Low
39,1157823396639584256,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157823434740518912,"['Location', 'MultimediaShare', 'News']",Low
39,1157823609181790213,"['Location', 'MultimediaShare', 'Factoid', 'Hashtags', 'Sentiment']",Low
39,1157823709023014913,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157823957208190976,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157824233394843649,['Irrelevant'],Low
39,1157824556209324032,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
46,1157825538725203974,['Irrelevant'],Low
39,1157825797400535040,['Irrelevant'],Low
39,1157825914773729280,['Sentiment'],Low
36,1157826327057227777,['Irrelevant'],Low
39,1157826557735514114,['Sentiment'],Low
39,1157829179846680576,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157831780910739457,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
36,1157832634099228673,['Irrelevant'],Low
38,1157833651683332096,['Irrelevant'],Low
39,1157833813009084417,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
36,1157834245420802048,['Irrelevant'],Low
39,1157835289437659139,"['Location', 'MultimediaShare', 'News']",Low
46,1157835927705784320,['Irrelevant'],Low
36,1157837671760162816,['Irrelevant'],Low
39,1157837975688044544,['Irrelevant'],Low
39,1157838389267369986,['Sentiment'],Low
38,1157838765370564609,['Irrelevant'],Low
46,1157840807170400262,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157841107721441280,['Sentiment'],Low
39,1157841559284584449,"['Location', 'MultimediaShare', 'News']",Low
39,1157845005714644994,"['Location', 'Hashtags', 'Sentiment']",Low
46,1157845643198631944,"['Location', 'MultimediaShare', 'News']",Low
39,1157846174289793026,"['Location', 'MultimediaShare', 'News']",Low
39,1157848338441617408,['Irrelevant'],Low
36,1157848593920876544,['Irrelevant'],Low
39,1157848799202684928,['Sentiment'],Low
39,1157848925245542400,"['Location', 'EmergingThreats']",Medium
39,1157848998860005376,"['Location', 'Factoid']",Low
39,1157850433915949056,"['Location', 'Hashtags', 'Sentiment']",Low
36,1157851354695684096,['Irrelevant'],Low
36,1157852986095394817,['Irrelevant'],Low
39,1157853058409390082,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
36,1157856079348293632,['Irrelevant'],Low
39,1157856181299351558,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157856291404111873,['Location'],Low
39,1157858650326593536,"['ContextualInformation', 'Sentiment']",Low
39,1157858708753408001,"['Location', 'Factoid']",Low
36,1157858757612900352,['Irrelevant'],Low
39,1157859314872332288,"['Location', 'Hashtags', 'Sentiment']",Low
36,1157859396749287424,['Irrelevant'],Low
36,1157861460283940864,['Irrelevant'],Low
36,1157862674082013186,['Irrelevant'],Low
39,1157863041133883392,['ContextualInformation'],Low
36,1157863257740365825,['Irrelevant'],Low
36,1157864423303741440,['Irrelevant'],Low
36,1157864457986441216,['Irrelevant'],Low
36,1157865243172671488,['Irrelevant'],Low
39,1157865604331769856,"['MultimediaShare', 'Factoid', 'Hashtags']",Low
39,1157866966138445825,"['Location', 'Factoid']",Low
39,1157867762594672642,['ContextualInformation'],Low
36,1157868217726951424,['Irrelevant'],Low
36,1157868269413576706,['Irrelevant'],Low
39,1157869167770554368,"['Location', 'Hashtags']",Low
39,1157871131619143680,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157871528719081472,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157873838270636032,"['Location', 'MultimediaShare', 'Factoid']",Low
39,1157873959704125440,"['Location', 'MultimediaShare', 'Hashtags', 'Sentiment']",Low
39,1157875707835383808,"['Location', 'Factoid', 'News']",Low
39,1157877246721265664,['Sentiment'],Low
39,1157877516759117824,['Irrelevant'],Low
46,1157877748808871936,['Irrelevant'],Low
39,1157879582319697921,['Irrelevant'],Low
36,1157880411424350209,['Irrelevant'],Low
39,1157880454911012866,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157880826979377152,['Irrelevant'],Low
39,1157880832817651713,['Irrelevant'],Low
36,1157881687260442624,['Irrelevant'],Low
39,1157881773021442049,"['Location', 'Sentiment']",Low
46,1157882281899548672,"['Location', 'EmergingThreats', 'MultimediaShare', 'News']",Medium
39,1157883352701132800,"['Location', 'Hashtags', 'Sentiment']",Low
46,1157885145006923776,"['Location', 'MultimediaShare', 'News']",Low
39,1157885172290916353,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157885912279371776,"['Location', 'Hashtags', 'Sentiment']",Low
38,1157886520700936193,"['ThirdPartyObservation', 'Location']",Medium
39,1157887469406314496,['Irrelevant'],Low
36,1157888075613253633,['Irrelevant'],Low
38,1157890102116438017,['Irrelevant'],Low
39,1157890482854400000,['Irrelevant'],Low
36,1157891266878701568,['Irrelevant'],Low
38,1157891417454338050,['Irrelevant'],Low
39,1157893819519684608,"['Location', 'Hashtags', 'Sentiment']",Low
36,1157893869624860673,['Irrelevant'],Low
38,1157893884711600128,"['ThirdPartyObservation', 'Location', 'Factoid']",Medium
38,1157894666773245952,['Irrelevant'],Low
39,1157895170647457793,"['Location', 'Sentiment']",Low
38,1157895257503260672,"['ThirdPartyObservation', 'Location', 'EmergingThreats', 'OriginalEvent']",Critical
38,1157895634088878080,"['ThirdPartyObservation', 'Location', 'EmergingThreats', 'Factoid', 'News']",Low
38,1157896305806626816,"['Location', 'News']",Medium
36,1157897118486581249,['Irrelevant'],Low
38,1157898614796107781,"['ThirdPartyObservation', 'Location', 'EmergingThreats']",Medium
38,1157898730844098561,"['ThirdPartyObservation', 'Location']",Medium
38,1157900108375023616,"['ThirdPartyObservation', 'Location']",Low
38,1157900127262187520,['Irrelevant'],Low
38,1157900911286661120,"['Location', 'News']",Low
36,1157901064756244480,['Irrelevant'],Low
39,1157901519980761088,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157901745072168962,"['ThirdPartyObservation', 'Location', 'News']",Low
39,1157901989994356741,"['Location', 'MultimediaShare', 'News']",Low
38,1157902815978803200,"['ThirdPartyObservation', 'Location', 'Hashtags']",Low
38,1157903053023928320,['Irrelevant'],Low
39,1157903053023928320,"['Location', 'Factoid']",Low
38,1157903106597744640,['Irrelevant'],Low
38,1157903189699637248,"['ThirdPartyObservation', 'MultimediaShare']",Medium
38,1157903227528122369,['Irrelevant'],Low
38,1157903907110002691,['Irrelevant'],Low
36,1157904511731732480,['Irrelevant'],Low
38,1157904762370744322,['Irrelevant'],Low
39,1157904807329435648,"['Location', 'Factoid', 'Hashtags']",Low
39,1157905118395850753,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157906441505669120,"['Location', 'MultimediaShare', 'Factoid']",Low
38,1157906914652688384,['Irrelevant'],Low
46,1157907388135018496,['Irrelevant'],Low
38,1157907795422957573,"['ThirdPartyObservation', 'Location', 'Hashtags']",Medium
38,1157908005465276416,['News'],Low
38,1157908148096831488,['Irrelevant'],Low
38,1157908613903503362,"['ThirdPartyObservation', 'Location']",Low
38,1157908849661112320,['Irrelevant'],Low
38,1157909010923659265,['Irrelevant'],Low
38,1157909068016754689,['Irrelevant'],Low
38,1157909185843142656,['Irrelevant'],Low
38,1157909359260778497,['Irrelevant'],Low
39,1157909513514696704,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
39,1157910076692344832,"['Location', 'MultimediaShare', 'Sentiment']",Low
38,1157910399477583873,['Irrelevant'],Low
46,1157910498375024640,"['Location', 'MultimediaShare', 'Hashtags']",Low
38,1157910824398311424,['News'],Low
38,1157911181534871553,['News'],Low
38,1157912104843862021,['Irrelevant'],Low
39,1157912257935941632,"['ContextualInformation', 'Sentiment']",Low
38,1157912739794341888,['Irrelevant'],Low
38,1157913224286572544,"['ThirdPartyObservation', 'Location', 'Hashtags']",Low
38,1157913460362997760,"['ThirdPartyObservation', 'Location']",Low
38,1157913814492278784,['Irrelevant'],Low
38,1157913896839254016,"['ThirdPartyObservation', 'Location', 'Factoid']",Medium
38,1157914050371575809,"['ThirdPartyObservation', 'Location', 'EmergingThreats', 'MultimediaShare', 'Hashtags']",Medium
38,1157914197252030464,['Irrelevant'],Low
38,1157914786035896321,"['ThirdPartyObservation', 'Factoid', 'Hashtags']",Low
39,1157916114158051328,"['Location', 'Hashtags', 'News']",Low
36,1157916660554174466,['Irrelevant'],Low
38,1157916718624325632,"['ThirdPartyObservation', 'Location', 'Factoid']",Low
39,1157916725934997506,"['Location', 'Factoid']",Low
38,1157916972409151488,['Irrelevant'],Low
38,1157917451214102530,['Irrelevant'],Low
38,1157917912570556416,['Irrelevant'],Low
38,1157917996037431296,['Irrelevant'],Low
38,1157919470171635717,['Irrelevant'],Low
38,1157919603336630273,['Irrelevant'],Low
38,1157919772031377408,['Irrelevant'],Low
38,1157920071198683136,['Irrelevant'],Low
38,1157920162844151808,['Irrelevant'],Low
46,1157920238152949761,['Irrelevant'],Low
39,1157921851986911232,"['Location', 'MultimediaShare', 'Factoid']",Low
39,1157921889869635585,"['ThirdPartyObservation', 'Location', 'Hashtags', 'ContextualInformation']",Low
38,1157922199027761152,['Irrelevant'],Low
39,1157922700846751744,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157924154471006208,"['ThirdPartyObservation', 'MultimediaShare']",Medium
38,1157924984423165953,['Irrelevant'],Low
38,1157925579905273856,"['Factoid', 'News']",Low
38,1157925581662633985,['Irrelevant'],Low
38,1157926393050779648,['Irrelevant'],Low
38,1157927340502069248,"['ThirdPartyObservation', 'Location']",Medium
39,1157927791842562048,"['ContextualInformation', 'Sentiment']",Low
38,1157927817604190209,"['Location', 'Factoid']",Medium
38,1157928047598657536,"['Location', 'Factoid', 'News']",Low
38,1157928169103433730,['Irrelevant'],Low
38,1157928293083099136,"['Location', 'Factoid', 'News']",Low
38,1157928312372649985,"['ThirdPartyObservation', 'Location']",Low
38,1157929195286216704,['Irrelevant'],Low
38,1157929583703973888,['Irrelevant'],Low
38,1157930506589286401,"['Location', 'Factoid', 'News']",Low
39,1157930816686690305,"['Location', 'ContextualInformation', 'Sentiment']",Low
38,1157931030717878277,['Irrelevant'],Low
36,1157931271923937280,['Irrelevant'],Low
39,1157931788414664704,['Irrelevant'],Low
39,1157931853296427008,"['Location', 'MultimediaShare', 'News']",Low
38,1157932147488915457,['Location'],Low
38,1157932466730131458,"['ThirdPartyObservation', 'Location', 'Factoid', 'News']",Low
39,1157932600574513152,"['Location', 'Factoid']",Low
39,1157932935019974657,"['Location', 'Hashtags', 'Sentiment']",Low
38,1157933016922107910,"['ThirdPartyObservation', 'Location', 'Factoid']",Low
38,1157933045682491392,['Irrelevant'],Low
36,1157933673188081664,['Irrelevant'],Low
38,1157933994954186752,['Irrelevant'],Low
38,1157934524216614912,['Irrelevant'],Low
39,1157934524216614912,"['ThirdPartyObservation', 'Location']",Low
38,1157936555002093568,['Irrelevant'],Low
39,1157936699202297857,['Irrelevant'],Low
38,1157937712667738112,['Irrelevant'],Low
38,1157938403591147520,"['ThirdPartyObservation', 'Location', 'Advice']",Low
38,1157938455734710272,"['Location', 'Factoid', 'News']",Low
38,1157939211259076608,['Irrelevant'],Low
36,1157940425879171072,['Irrelevant'],Low
36,1157941454997790720,['Irrelevant'],Low
38,1157941832237666309,"['Location', 'Hashtags']",Low
38,1157942074190258177,['Irrelevant'],Low
38,1157942335700971520,"['Factoid', 'News']",Low
38,1157942374787702784,"['Location', 'Factoid', 'News']",Low
39,1157942760382619653,"['Location', 'Sentiment']",Low
38,1157942913998958593,"['Location', 'Factoid', 'News']",Low
38,1157943357836070914,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid']",Low
38,1157943718088830976,['Irrelevant'],Low
39,1157944539417632768,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157945782433189888,['Irrelevant'],Low
38,1157947010231754752,"['FirstPartyObservation', 'Location', 'Factoid']",Medium
38,1157947107279540230,"['Location', 'MultimediaShare', 'News']",Medium
38,1157947948786954240,['Irrelevant'],Low
38,1157949222584348672,['Irrelevant'],Low
38,1157949530924552197,"['ThirdPartyObservation', 'Location']",Low
38,1157949760231415808,['Irrelevant'],Low
38,1157950013734916096,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157950446008524800,"['Location', 'Factoid', 'News']",Low
38,1157950817737019392,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid']",Low
39,1157952843363434497,['Sentiment'],Low
38,1157953254539612161,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157954341476741120,['Irrelevant'],Low
38,1157955202416295936,['Irrelevant'],Low
38,1157956278049759232,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
36,1157958111757504512,['Irrelevant'],Low
38,1157958448530804736,['Irrelevant'],Low
36,1157959379410399234,['Irrelevant'],Low
36,1157961073921810432,['Irrelevant'],Low
36,1157961477573267456,['Irrelevant'],Low
38,1157962000108068864,['Irrelevant'],Low
38,1157963422358736896,['Irrelevant'],Low
38,1157963831844507648,['Irrelevant'],Low
38,1157964006620925952,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid']",Low
39,1157964279817166849,"['Location', 'Hashtags', 'Sentiment']",Low
39,1157964322225696768,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157965227583057920,['Irrelevant'],Low
46,1157965772200828929,"['Location', 'MultimediaShare', 'News']",Low
38,1157966291984142336,['Irrelevant'],Low
38,1157966917191307265,['Irrelevant'],Low
38,1157966949600628737,"['ThirdPartyObservation', 'Location', 'Factoid']",Low
39,1157967319504736256,['Location'],Low
36,1157967412593082369,['Irrelevant'],Low
38,1157968695899099136,['Irrelevant'],Low
38,1157970347028865024,"['Location', 'Factoid', 'News']",Low
36,1157970713418063877,['Irrelevant'],Low
38,1157970745647075329,"['Location', 'Factoid', 'News']",Low
39,1157970745647075329,"['Location', 'MultimediaShare', 'News']",Low
38,1157971223126650880,"['Location', 'Factoid', 'News']",Low
39,1157971398310158336,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
36,1157972267730685952,['Irrelevant'],Low
46,1157972606156529664,['Irrelevant'],Low
38,1157972623470596098,['Irrelevant'],Low
39,1157972967353176065,"['Location', 'MultimediaShare', 'Hashtags', 'News', 'Sentiment']",Low
38,1157973564626259969,['Irrelevant'],Low
38,1157973766242258944,"['Location', 'MultimediaShare', 'News']",Low
38,1157974147282214915,['Irrelevant'],Low
36,1157974504192315392,['Irrelevant'],Low
38,1157974679258316800,['News'],Low
36,1157974691556069376,['Irrelevant'],Low
38,1157974760405504000,"['Location', 'News']",Low
38,1157974804017889281,['Irrelevant'],Low
38,1157975634221699072,"['MultimediaShare', 'Factoid']",Low
38,1157976005518286848,['Irrelevant'],Low
38,1157976451750273027,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157976486529290240,"['Location', 'Factoid']",Low
38,1157976696458555392,['Irrelevant'],Low
36,1157977554369671168,['Irrelevant'],Low
38,1157977797949829121,['Irrelevant'],Low
36,1157978432975843328,['Irrelevant'],Low
38,1157978761226153984,['Irrelevant'],Low
39,1157978819476754433,['Location'],Low
38,1157978985235660801,['Irrelevant'],Low
38,1157979029984698369,"['Location', 'MultimediaShare', 'News']",Low
36,1157979879796875264,['Irrelevant'],Low
36,1157980357733621760,['Irrelevant'],Low
38,1157980397084524545,['Irrelevant'],Low
38,1157980609605750785,['Irrelevant'],Low
38,1157980610603995136,['Irrelevant'],Low
38,1157980695593148416,['Irrelevant'],Low
36,1157980724856860672,['Irrelevant'],Low
38,1157980793014292480,['Irrelevant'],Low
36,1157980798156529665,['Irrelevant'],Low
38,1157980883707715585,['Irrelevant'],Low
38,1157981022744657920,['Irrelevant'],Low
36,1157981117905068033,['Irrelevant'],Low
36,1157981440501583874,['Irrelevant'],Low
36,1157981728608329728,['Irrelevant'],Low
36,1157982082133626881,['Irrelevant'],Low
38,1157982261133946881,['Irrelevant'],Low
38,1157982573563449345,"['Location', 'Factoid', 'Official']",Low
39,1157982805428596737,"['ThirdPartyObservation', 'Location', 'EmergingThreats', 'News']",Low
39,1157982806766583808,"['ThirdPartyObservation', 'Location', 'News']",Low
38,1157983265841655808,"['Location', 'MultimediaShare', 'News']",Low
38,1157983498625572864,['Irrelevant'],Low
38,1157983671846154242,['Irrelevant'],Low
38,1157983708747567105,"['Location', 'News']",Low
38,1157983784375111680,['Irrelevant'],Low
38,1157984384684871681,['Irrelevant'],Low
38,1157984795411922945,['Irrelevant'],Low
39,1157985647300370434,['Irrelevant'],Low
39,1157985887432540161,"['Location', 'Hashtags', 'Sentiment']",Low
38,1157985966826635265,['Irrelevant'],Low
46,1157986003807821824,['Irrelevant'],Low
38,1157986429131059200,"['Location', 'News']",Low
38,1157986757188739072,['Irrelevant'],Low
38,1157987061032296449,['Irrelevant'],Low
38,1157987648419401729,['Irrelevant'],Low
38,1157988003471593473,['Irrelevant'],Low
38,1157988199723085825,['Irrelevant'],Low
38,1157988937425719296,['News'],Low
38,1157989004266082306,['Irrelevant'],Low
36,1157989581217832966,['Irrelevant'],Low
38,1157989735115165697,['Irrelevant'],Low
38,1157989976350445570,['News'],Low
36,1157990370325749761,['Irrelevant'],Low
39,1157990720445341696,"['Location', 'MultimediaShare', 'Sentiment']",Low
39,1157991386391764994,"['Location', 'Hashtags', 'Sentiment']",Low
46,1157991422580203525,['Irrelevant'],Low
39,1157992594326130688,"['Location', 'MultimediaShare', 'Factoid', 'News']",Low
38,1157992660805853185,"['MultimediaShare', 'Factoid']",Low
39,1157992660805853185,"['ThirdPartyObservation', 'Location', 'MultimediaShare', 'Factoid', 'News']",Low
